speaker	word_count	a	able	actually	after	against	ah	aha	all	among	an	and	another	anybody	at	aye	be	became	been	began	bet	between	bloke	both	bringing	brought	but	charles	claimed	cor	corp	cos	da	day	decided	did	do	doo	during	each	economic	eh	eighty	england	er	erm	etcetera	everybody	fall	fig	for	forty	found	from	full	get	government	ha	had	has	have	having	held	hello	himself	hm	however	hundred	i	ibm	if	important	in	inc	including	international	into	it	just	know	large	later	latter	let_s	life	ltd	made	may	methods	mhm	minus	mm	most	mr	mum	new	nineteen	ninety	nodded	nought	oh	okay	on	ooh	out	pence	percent	political	presence	provides	put	really	reckon	say	seemed	seriously	sixty	smiled	so	social	somebody	system	take	talking	than	the	they	thing	think	thirteen	though	thus	time	tt	tv	twenty	uk	under	urgh	us	usa	wants	was	we	who	with	world	yeah	yes	you	your
S0347	2750	32	0	1	2	0	10	0	13	0	1	33	1	0	7	0	11	0	4	0	0	0	0	1	0	0	15	0	0	0	0	8	0	5	0	18	26	0	0	2	0	1	0	0	16	6	0	0	0	0	8	0	1	4	0	20	0	0	5	0	12	1	0	1	0	0	0	2	78	0	4	1	33	0	0	0	1	64	22	11	0	1	0	0	0	0	0	0	0	0	0	40	0	0	0	3	0	0	0	0	33	6	16	0	7	0	0	0	0	0	4	12	0	3	0	1	0	0	18	0	0	0	1	3	2	57	15	3	8	0	5	0	3	0	0	0	0	0	0	2	0	0	35	15	4	4	2	69	3	89	6
S0349	5373	101	2	6	5	0	0	0	18	0	3	129	4	0	24	0	35	0	12	0	0	0	0	2	0	0	60	0	0	0	0	36	0	5	0	29	83	0	0	1	0	0	1	0	11	24	0	1	0	0	37	0	4	7	0	13	0	0	15	2	36	2	0	0	0	0	0	0	183	0	19	0	25	0	0	0	2	149	48	30	0	0	0	1	0	0	4	1	0	0	0	22	2	0	4	3	0	0	0	0	46	4	30	0	16	0	0	0	0	0	4	46	0	6	0	0	0	0	62	0	1	0	4	4	1	82	54	11	46	0	15	0	6	0	0	1	0	0	0	4	0	2	76	123	6	28	0	211	6	104	9
S0350	6744	124	1	12	4	0	2	0	26	0	4	162	1	1	23	0	51	0	25	0	0	0	0	0	0	0	76	0	0	0	0	36	0	3	0	29	79	0	1	0	0	0	0	0	18	40	0	8	0	0	35	0	2	17	2	27	0	0	15	0	49	0	0	0	0	0	0	1	198	0	29	0	27	0	0	0	4	282	74	42	0	4	0	3	2	0	3	0	0	0	0	33	0	0	4	4	0	0	0	0	78	7	28	0	22	0	0	0	0	0	6	41	3	10	0	0	0	0	88	0	0	0	10	1	2	118	64	9	41	1	17	0	17	0	0	0	0	2	0	5	0	0	79	139	9	26	0	211	1	108	16
S0351	480	7	0	0	0	0	0	0	5	0	1	4	0	0	1	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	3	7	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	6	0	0	0	0	0	0	0	16	0	0	0	3	0	0	0	0	23	6	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	7	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	1	0	0	14	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	4	0	17	2
S0352	7641	137	0	5	7	0	3	0	30	0	7	172	4	0	30	0	23	1	24	0	4	0	0	0	1	0	69	0	0	0	0	51	0	17	0	36	120	0	2	3	0	5	2	2	35	79	0	0	0	0	37	1	0	12	1	25	0	0	33	11	53	3	0	3	0	0	0	3	346	0	35	0	93	0	0	0	3	201	56	52	0	1	0	1	2	0	4	0	0	0	0	29	6	0	11	5	0	0	0	0	38	8	34	1	25	0	3	0	0	0	7	28	0	7	0	1	0	0	51	0	0	0	3	0	10	195	103	13	8	1	15	0	15	0	0	7	0	1	0	4	0	0	77	61	18	18	2	125	6	193	16
S0353	14928	319	3	10	17	0	1	0	86	0	19	692	6	0	48	0	39	0	31	0	0	4	1	11	0	2	128	0	0	1	0	53	0	12	2	67	119	0	0	3	0	7	1	1	78	82	0	1	1	0	51	3	19	17	2	63	1	0	75	12	90	8	0	0	2	0	0	2	763	0	49	0	188	0	0	0	15	374	47	238	0	3	0	1	9	0	1	0	0	0	0	125	1	0	9	7	1	2	0	0	96	15	89	0	44	0	3	0	0	0	23	30	1	11	0	1	1	0	71	0	4	0	6	7	8	393	261	27	85	5	6	0	19	0	5	2	4	2	0	6	0	0	273	87	32	68	0	347	22	485	21
S0354	9443	185	0	17	3	1	1	0	58	1	22	369	2	3	35	0	30	1	25	0	0	0	0	5	0	2	87	0	0	0	0	14	0	9	1	35	49	0	0	0	0	0	2	4	80	172	0	4	0	0	59	1	7	29	5	25	0	0	74	5	61	0	0	0	1	0	0	0	333	0	31	2	138	0	0	3	12	247	25	98	1	2	0	0	2	0	4	1	0	0	0	53	2	0	1	4	0	0	0	0	29	4	64	0	18	0	1	0	0	0	11	25	0	22	0	1	2	0	72	0	1	5	12	1	10	452	186	2	33	0	2	0	27	0	0	0	1	2	0	2	0	1	181	163	8	44	3	62	37	162	13
S0355	17543	372	4	2	12	3	25	0	65	0	32	484	4	1	52	0	76	0	41	0	0	2	1	5	0	1	137	0	0	0	0	11	0	15	1	61	214	0	3	1	0	1	0	4	253	172	0	3	4	0	119	0	5	26	3	79	4	0	47	19	120	4	0	3	0	0	0	7	814	0	75	0	203	0	0	0	12	574	75	178	2	1	0	3	15	0	1	7	0	0	0	23	4	2	0	9	1	0	0	0	134	14	104	0	37	0	1	0	0	0	19	42	1	40	1	1	2	0	126	0	0	2	8	10	10	470	194	33	120	0	7	0	29	0	2	1	0	4	0	10	0	2	160	105	46	82	6	279	134	515	69
S0356	710	13	0	0	0	0	0	0	0	0	0	13	0	0	4	0	1	0	5	0	0	1	0	1	0	0	5	0	0	0	0	2	0	1	0	6	7	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	1	0	0	0	0	7	1	4	0	0	0	0	0	0	0	40	0	7	0	5	0	0	0	1	23	5	7	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	4	0	9	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	2	2	10	7	0	4	0	0	0	2	0	0	0	0	1	0	2	0	0	13	5	2	4	0	10	1	14	1
S0357	3313	68	0	8	4	1	4	0	6	0	6	65	0	0	8	0	32	0	3	0	1	1	0	2	0	0	27	0	0	0	0	15	0	2	0	18	51	0	0	2	0	1	0	0	0	3	0	1	0	0	19	0	0	2	0	14	0	0	6	3	17	0	0	1	2	0	0	0	152	0	11	1	21	2	0	0	2	81	35	28	0	0	0	7	1	0	2	0	0	0	0	4	0	0	1	1	0	0	0	0	16	0	17	0	21	0	0	0	0	0	4	19	0	11	0	0	0	0	19	0	0	0	2	3	4	32	13	3	15	0	7	0	2	0	1	0	0	0	0	1	0	0	46	18	9	21	1	50	1	110	9
S0358	6663	129	1	3	6	2	5	0	33	0	11	157	2	0	22	0	28	0	12	0	0	2	4	4	0	0	49	0	0	0	0	19	0	8	0	35	94	0	0	0	0	0	1	0	24	19	0	2	0	0	31	3	2	7	1	7	0	0	20	9	44	2	0	3	0	0	0	0	165	0	54	0	78	0	0	0	8	192	41	40	0	2	0	0	3	0	3	0	0	0	0	42	0	0	3	0	0	0	0	0	67	8	40	0	16	2	1	0	0	0	12	17	0	12	1	0	3	0	35	0	2	1	2	6	6	186	65	6	24	1	1	0	6	0	1	5	0	0	0	5	0	1	98	71	12	30	5	83	9	227	34
S0359	716	14	0	2	0	0	0	0	3	0	2	13	0	0	4	0	2	0	1	0	0	2	0	0	0	1	5	0	0	0	0	3	0	0	0	2	7	0	0	0	0	0	0	0	3	3	0	0	2	0	3	0	0	1	0	4	0	0	1	1	3	1	0	0	0	0	0	0	16	0	8	0	4	0	0	0	1	26	3	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	13	3	3	0	6	0	0	0	0	0	1	3	0	5	0	0	0	0	7	0	1	0	0	1	0	15	5	1	1	0	0	0	0	0	0	3	0	0	0	1	0	1	4	3	0	4	0	13	5	35	7
S0360	5794	73	0	6	3	0	18	0	21	1	7	217	3	1	21	0	25	1	17	0	1	1	0	0	0	2	32	0	0	0	0	5	0	8	10	26	35	0	1	2	0	0	0	3	101	118	2	1	0	0	37	0	1	27	0	15	0	0	27	6	32	3	0	0	0	0	0	0	274	0	8	0	57	0	0	0	3	109	19	24	1	1	0	0	3	0	5	0	0	0	0	29	5	0	1	0	0	0	0	0	65	11	22	0	16	0	0	0	0	0	5	15	0	13	0	0	0	0	95	0	3	0	3	1	4	211	60	15	14	0	0	0	5	0	0	2	12	0	0	4	0	1	96	42	8	32	5	320	76	124	18
S0361	5265	121	5	15	2	1	0	0	28	0	8	187	3	0	16	0	15	2	8	0	0	1	0	3	0	0	50	0	0	0	0	9	0	4	0	14	40	0	0	2	0	0	0	0	63	129	0	3	0	0	23	0	1	16	0	19	0	0	11	12	40	5	0	0	0	0	0	1	220	0	34	0	74	0	0	1	12	178	18	7	0	0	0	0	1	0	1	1	0	0	1	13	2	0	0	2	0	0	0	0	23	5	38	0	8	0	2	0	0	0	3	7	0	4	0	0	1	0	70	1	0	1	7	1	6	233	76	10	7	0	1	0	7	0	1	0	19	1	0	3	0	0	49	25	7	17	4	69	49	173	14
S0362	11114	170	2	17	1	0	4	0	45	0	12	330	4	0	40	0	71	1	10	0	4	0	0	2	0	2	124	0	0	0	0	60	0	22	0	37	136	0	2	2	1	0	2	0	83	39	0	2	0	0	82	4	4	11	2	41	0	0	18	5	54	2	0	0	0	0	0	18	513	0	50	0	97	0	0	0	9	398	112	77	0	0	0	2	4	0	8	0	0	0	0	15	2	0	7	7	1	0	0	0	72	9	46	0	33	0	1	0	0	0	8	50	5	19	0	4	6	0	152	0	10	0	11	4	16	265	98	15	54	0	6	0	27	0	2	7	0	1	0	11	0	1	143	154	8	39	0	169	3	327	16
S0363	8090	141	1	6	3	0	3	0	33	0	12	261	1	1	28	0	51	0	16	0	0	0	0	3	0	4	74	0	1	0	0	39	0	18	1	21	123	0	0	1	0	0	0	1	13	49	0	0	1	0	45	0	2	17	6	39	0	0	20	8	50	7	0	0	0	0	0	2	347	0	24	0	81	0	0	0	8	229	66	61	0	0	0	3	3	0	6	1	0	0	0	11	3	0	13	5	0	0	0	0	62	4	70	0	25	0	0	0	0	0	6	52	0	12	0	2	1	0	71	1	0	0	10	6	4	177	96	18	54	0	9	0	15	0	0	1	0	0	0	7	0	4	107	43	7	34	1	119	16	202	24
S0364	4520	109	1	4	4	0	8	5	25	0	10	83	0	0	19	45	26	0	5	0	0	0	0	6	0	1	57	0	0	0	0	24	0	3	0	12	31	0	5	1	0	15	2	0	7	30	0	0	0	0	34	1	3	10	3	20	0	0	15	3	22	3	0	0	0	1	0	2	152	0	30	0	39	0	0	0	8	130	31	43	0	0	0	0	2	0	1	0	0	0	0	45	1	0	0	2	0	0	0	0	18	3	40	0	11	0	0	0	0	0	5	12	1	8	0	0	0	0	68	1	0	0	5	0	3	109	49	6	15	0	6	0	7	0	3	1	0	0	0	2	0	0	31	27	6	10	4	200	16	154	12
S0365	1903	50	0	3	0	0	2	0	3	0	7	49	1	1	4	0	7	0	2	0	0	1	0	0	0	1	15	0	0	0	0	8	0	2	0	9	8	0	0	0	0	0	0	0	21	18	0	0	0	0	7	0	1	3	1	7	0	0	6	0	14	0	0	0	0	0	0	1	55	0	7	0	18	0	0	0	5	52	3	12	0	1	0	0	1	0	0	0	0	0	2	48	1	0	0	2	0	0	0	0	9	0	16	0	8	0	0	0	0	0	1	7	0	2	0	0	0	0	26	0	1	5	2	0	4	65	21	10	10	0	1	0	3	0	0	0	0	0	0	1	0	0	23	23	2	14	0	55	7	49	9
S0366	2305	44	1	4	3	0	2	0	4	0	1	83	1	0	9	3	4	0	2	0	0	1	0	0	0	0	23	0	0	0	0	6	0	3	1	24	21	0	0	2	0	0	0	0	13	33	0	0	0	0	6	0	1	4	0	6	0	0	11	0	5	0	0	0	0	0	0	1	67	0	8	0	30	0	0	0	5	82	14	19	0	2	0	0	0	0	1	3	0	0	0	55	0	0	0	1	0	0	0	0	20	0	17	0	7	0	0	0	0	0	2	16	0	0	0	0	0	0	29	0	0	0	0	0	3	64	17	2	9	0	0	0	4	0	0	0	0	0	0	5	0	0	45	64	1	8	0	45	11	56	9
S0367	1816	33	1	5	2	0	1	0	6	0	2	36	2	0	16	0	9	0	12	0	0	1	0	0	0	0	20	0	0	0	0	8	0	6	1	6	9	0	0	0	0	15	0	1	12	4	0	0	0	0	8	0	0	4	2	13	0	0	16	1	3	0	0	0	0	0	0	0	55	0	3	0	21	0	0	0	2	62	17	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	9	0	7	0	0	0	0	0	0	2	0	1	1	0	0	0	50	0	0	0	2	0	1	125	6	2	7	0	0	0	4	0	0	2	0	0	0	0	0	0	59	12	0	7	0	8	0	31	0
S0368	14000	223	2	2	5	1	12	0	40	0	17	273	10	1	33	0	48	1	31	0	2	3	0	0	0	2	80	0	0	0	0	20	0	17	1	108	181	0	4	2	0	0	1	1	74	112	0	6	0	0	31	0	6	18	1	55	0	0	47	11	101	6	0	0	0	4	0	3	360	0	37	0	95	0	0	0	7	551	47	144	1	0	0	0	2	0	6	0	0	0	0	759	1	0	2	7	3	0	0	0	417	10	70	0	30	2	0	0	0	0	16	48	0	17	1	0	0	0	75	0	3	0	8	3	15	282	188	16	49	1	12	0	23	0	0	0	0	5	0	5	0	1	227	152	3	39	0	540	359	495	47
S0369	37837	758	5	46	15	7	17	0	166	0	37	1421	63	2	171	3	195	2	81	0	5	7	10	6	0	15	330	3	0	2	0	73	1	22	6	179	303	0	4	8	0	10	0	4	914	14	0	13	0	0	163	5	4	88	3	162	8	3	137	37	237	12	0	0	1	15	1	14	1144	0	88	3	400	0	2	0	41	1541	164	389	3	3	0	6	9	0	16	11	0	0	0	992	5	1	10	28	4	1	0	0	160	4	311	0	133	0	5	0	0	0	52	146	2	99	0	0	0	0	256	0	27	0	46	24	30	1102	583	76	154	2	22	0	40	0	0	9	0	7	0	25	0	5	684	345	42	113	11	292	165	1036	67
S0370	21729	406	4	25	9	2	12	0	87	0	23	554	12	2	83	0	105	1	32	1	1	5	0	2	0	5	221	1	1	0	0	93	0	17	2	114	251	0	3	9	0	0	1	0	95	91	0	4	1	0	125	4	4	30	5	78	0	0	55	19	204	6	0	1	3	0	0	10	539	0	132	0	277	0	0	0	21	826	57	128	1	2	0	0	1	0	7	4	0	0	0	186	3	1	7	4	3	3	0	0	198	27	140	1	85	0	12	0	0	0	64	23	2	26	0	2	3	0	177	0	13	2	9	3	26	886	423	27	74	0	13	0	29	0	1	6	0	4	0	12	0	7	208	143	26	60	5	496	23	798	62
S0371	5603	134	4	1	0	0	1	0	17	0	10	133	6	0	33	0	17	0	7	0	0	0	0	1	0	0	45	0	0	0	0	22	0	7	4	18	43	0	1	0	0	0	0	0	50	4	1	5	0	0	23	0	1	19	1	19	1	0	27	6	23	3	0	0	0	0	5	0	283	0	20	0	72	0	0	0	7	154	18	108	0	2	0	1	8	0	1	4	0	0	0	37	1	0	2	1	0	1	0	0	8	5	17	0	17	0	1	0	0	0	2	19	0	3	0	0	0	0	92	1	0	0	6	2	1	157	78	4	17	0	0	0	20	0	4	0	4	0	0	1	0	7	91	36	5	32	5	241	7	235	11
S0372	9437	207	2	7	4	1	3	1	38	0	19	395	9	0	32	0	35	2	24	0	0	2	0	2	0	0	62	0	0	0	0	14	0	9	0	24	65	0	1	0	0	0	2	2	121	144	0	1	1	0	33	0	14	24	4	30	2	0	21	14	56	3	1	1	0	0	0	14	230	0	17	1	126	0	0	0	17	227	47	67	1	1	0	5	0	0	8	1	0	0	0	146	4	1	0	6	2	0	0	0	15	9	67	0	29	1	1	2	0	0	10	8	0	11	1	0	2	0	40	0	2	0	8	2	1	493	133	25	25	0	0	0	7	0	3	3	2	2	0	4	0	0	86	83	24	31	4	132	3	163	10
S0373	381	5	0	0	0	0	0	0	1	0	0	13	1	0	1	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	5	0	0	0	1	4	0	0	0	0	0	0	1	4	3	0	0	0	0	1	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	10	0	2	0	8	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	2	0	4	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	1	0	0	5	8	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	4	2	0	0	0	6	1	10	1
S0374	3970	73	1	2	1	1	1	0	21	0	11	86	1	0	18	0	16	0	1	0	0	0	0	0	0	0	52	0	0	0	0	19	0	2	0	4	39	0	0	1	0	0	0	3	14	30	0	0	0	0	22	0	0	9	0	14	0	0	21	6	41	1	0	0	0	0	0	5	214	0	17	0	48	0	0	0	2	136	31	26	0	1	0	0	1	0	0	0	0	0	0	18	1	0	7	3	1	0	0	0	53	1	32	0	9	0	1	0	0	0	12	10	0	10	0	0	0	0	39	0	0	0	1	1	1	99	26	15	9	0	6	0	4	0	1	0	0	0	0	2	0	0	51	21	0	19	1	48	2	90	8
S0375	7601	134	2	10	2	0	3	0	30	0	11	241	2	0	36	0	26	0	21	0	1	1	0	3	0	0	52	0	0	0	0	50	0	9	0	60	124	0	0	1	0	0	1	0	20	70	0	0	0	0	33	1	0	9	3	38	0	0	34	4	55	3	0	2	1	0	0	1	416	0	21	0	74	0	0	0	12	198	45	82	0	0	0	0	7	0	2	0	0	0	0	3	2	0	27	0	0	1	0	0	68	4	46	0	22	0	0	0	0	0	12	45	0	10	0	0	0	0	42	0	0	1	4	2	5	148	75	7	47	0	8	0	15	0	0	1	0	0	0	2	0	1	110	82	4	33	0	112	5	254	19
S0376	5400	98	1	0	4	0	7	0	22	0	4	78	2	1	20	0	22	0	2	0	3	0	0	1	0	0	31	0	0	0	0	29	0	2	0	33	65	0	0	1	0	0	0	1	6	7	0	1	1	0	20	0	1	5	0	26	0	0	32	9	44	4	0	10	0	0	0	0	196	0	16	0	52	0	0	0	3	193	25	42	0	0	0	0	2	0	0	0	0	0	0	68	0	0	5	2	0	0	0	0	102	2	37	1	25	0	0	0	0	0	10	26	1	10	0	0	0	0	15	0	0	0	3	1	2	101	63	5	18	0	6	0	7	0	0	1	0	1	0	7	0	2	54	42	3	17	1	178	9	143	17
S0377	3857	56	0	2	5	0	1	0	25	0	4	82	0	3	22	0	15	0	10	0	0	1	0	0	0	0	31	0	0	0	0	34	0	3	2	27	70	0	0	0	0	0	0	0	5	1	0	1	1	0	11	0	0	2	0	3	0	0	13	9	39	3	0	3	0	0	0	0	203	0	8	0	39	0	0	0	2	130	41	25	0	1	0	0	0	0	2	3	0	0	0	6	0	0	3	2	0	0	0	0	28	4	22	0	15	0	0	0	0	0	4	16	1	5	0	0	0	0	22	0	1	0	3	2	4	89	35	2	30	0	1	0	7	0	0	0	0	0	0	1	0	0	87	28	1	19	0	52	1	90	12
S0378	5073	98	2	19	1	0	8	0	13	0	12	124	3	0	18	1	21	0	9	0	1	0	1	0	0	0	36	0	0	0	0	27	0	13	2	31	58	0	0	1	0	0	0	0	12	22	0	1	0	0	40	1	6	9	3	21	0	1	13	4	40	1	0	0	0	0	0	0	236	0	11	0	52	0	0	0	9	138	37	37	0	0	0	2	7	0	0	0	0	0	0	16	0	0	4	3	0	0	0	0	83	6	26	0	12	0	0	0	0	0	3	52	0	4	0	0	0	0	98	0	0	1	4	0	5	87	42	7	20	0	8	0	14	0	0	2	0	1	0	3	0	2	63	36	2	19	0	126	7	107	12
S0379	5525	101	0	1	1	0	0	0	29	0	3	235	5	0	12	0	21	0	9	0	0	0	0	1	0	0	48	1	0	0	0	16	0	3	1	29	70	0	0	0	0	1	0	1	17	45	0	1	0	0	29	1	1	12	0	13	0	0	13	7	36	0	0	2	0	0	0	7	160	0	12	0	68	0	0	2	5	123	14	27	0	1	0	0	3	0	4	0	0	0	0	13	5	0	7	6	0	0	0	0	62	1	43	0	12	1	1	0	0	0	5	10	1	9	0	0	1	0	47	0	2	0	2	1	1	142	90	6	24	0	10	0	10	0	0	6	0	1	0	7	0	3	54	56	7	20	2	72	2	143	14
S0380	5598	77	1	8	1	0	14	0	17	0	6	89	0	0	14	0	33	0	5	0	1	1	1	0	0	0	64	0	0	0	0	18	0	3	0	22	113	0	1	0	0	0	0	1	3	10	0	0	2	0	35	0	2	4	0	13	0	1	5	10	48	1	0	0	1	0	0	0	300	0	13	2	44	0	0	0	4	130	55	68	0	1	0	2	1	0	4	0	0	0	0	9	1	0	2	4	1	0	0	0	66	14	26	0	12	0	0	0	0	0	3	34	1	3	0	6	0	0	44	2	0	0	3	2	5	94	33	18	31	0	23	0	4	0	0	0	1	0	0	1	0	0	58	0	8	17	0	191	0	140	12
S0381	10046	168	0	14	3	0	5	0	27	0	16	135	5	0	18	0	57	0	21	0	5	3	0	4	0	0	75	0	0	0	0	30	4	4	0	87	158	0	1	2	0	0	0	1	19	29	0	0	1	0	38	1	0	17	5	22	1	0	18	16	76	6	0	0	1	0	0	2	394	0	33	0	95	0	0	0	3	308	77	99	0	0	0	7	1	0	6	4	0	0	0	52	1	0	4	8	0	0	0	0	166	23	42	0	20	0	0	0	0	0	16	59	0	13	1	0	0	0	89	0	1	0	9	7	4	216	96	9	74	0	22	0	16	0	4	1	0	0	0	10	0	3	93	111	10	29	0	355	5	312	29
S0382	18545	343	2	31	10	3	17	0	80	0	16	311	14	0	44	0	68	2	39	0	2	5	1	2	0	0	192	0	0	1	0	49	0	9	1	85	200	0	0	3	0	0	0	2	55	95	0	1	3	0	56	1	3	36	1	47	1	0	48	27	142	10	1	0	1	2	0	7	761	0	52	1	200	0	0	0	13	583	152	142	0	2	0	3	8	0	6	4	0	0	0	79	10	0	3	15	2	0	0	0	252	27	78	0	30	0	0	0	1	0	18	101	3	30	0	1	0	0	198	0	2	1	4	9	11	520	179	26	130	0	20	0	29	0	3	1	1	5	0	9	0	2	230	141	35	48	8	337	17	492	35
S0383	19264	347	3	47	5	1	8	0	71	0	48	665	8	0	78	0	99	0	27	0	0	2	0	2	0	0	202	1	0	0	0	91	7	41	2	86	172	0	0	6	0	0	0	4	2	39	0	1	0	0	92	0	6	24	3	90	0	0	72	13	149	16	0	1	0	0	0	12	731	0	50	0	204	0	0	2	33	582	307	113	0	3	0	11	10	0	6	0	0	0	0	5	11	2	6	4	0	0	0	0	64	7	118	0	60	0	3	0	0	0	21	171	6	12	0	3	1	0	150	1	0	0	12	5	8	466	200	45	42	0	13	0	27	0	2	4	1	0	0	8	0	4	308	132	8	77	13	211	3	395	22
S0384	3710	67	0	3	3	1	6	0	15	0	9	52	2	0	10	0	25	0	8	0	1	0	0	4	0	0	10	0	0	0	0	10	2	0	0	16	38	4	0	3	0	2	0	1	7	2	0	0	0	0	12	0	1	6	0	21	0	2	4	6	14	0	0	1	0	0	0	1	155	0	10	0	36	0	1	0	5	124	51	14	0	0	0	1	2	0	2	0	0	0	0	2	0	2	0	1	0	0	0	0	19	0	34	0	12	0	0	0	0	0	6	9	2	1	0	0	0	0	22	0	0	0	3	2	3	87	27	1	9	0	5	0	4	0	0	1	0	0	0	1	0	0	37	21	5	6	0	60	6	112	17
S0386	2789	49	0	8	1	0	1	0	10	0	2	72	3	0	6	0	13	0	4	0	0	2	0	1	2	1	31	0	0	0	0	18	0	1	1	11	19	0	0	0	0	2	0	0	3	22	0	1	0	0	22	0	0	5	1	13	0	0	9	0	16	0	0	0	0	0	1	5	110	0	15	0	32	0	0	0	1	73	18	10	0	0	0	0	0	0	2	0	0	0	0	30	0	2	0	4	0	0	0	0	3	1	12	1	3	0	0	0	0	0	9	5	1	4	0	1	1	0	26	0	8	0	1	0	2	119	100	4	5	0	1	0	6	0	0	0	0	0	0	1	0	0	20	13	6	7	0	33	5	44	2
S0387	3167	60	0	3	1	0	2	0	3	0	3	59	0	2	11	1	14	0	9	0	1	0	0	0	0	1	22	0	0	0	0	10	0	5	0	15	27	0	0	0	0	0	0	0	5	4	0	1	0	0	29	0	1	6	0	16	0	0	13	6	16	3	0	1	0	0	0	2	147	0	14	0	44	0	1	0	2	109	11	14	0	0	0	2	0	0	4	0	0	0	0	5	3	0	5	0	1	1	0	0	11	0	17	1	9	0	0	0	0	0	6	11	1	8	0	0	2	0	21	0	0	0	3	0	2	87	33	6	9	0	1	0	2	0	4	1	0	2	0	5	0	0	37	21	3	15	0	33	2	86	7
S0388	2974	48	1	5	1	0	1	0	22	0	1	61	1	0	3	0	14	0	8	0	0	0	0	0	1	0	33	0	0	0	0	20	0	2	0	16	46	0	0	2	0	0	0	0	6	18	0	0	0	0	13	0	0	4	0	11	0	0	11	2	32	4	0	0	0	0	0	0	91	0	13	0	36	0	0	0	2	96	12	18	0	0	0	0	1	0	8	0	0	0	0	31	3	0	0	3	0	0	0	0	43	1	10	0	6	0	0	0	0	0	3	18	0	5	0	0	0	0	30	0	0	0	2	0	1	56	87	1	16	0	2	0	1	0	0	1	0	0	0	2	0	0	26	32	7	17	0	160	30	60	7
S0389	3805	68	3	6	4	0	3	0	7	0	6	162	0	0	15	0	18	0	8	0	0	0	0	1	0	1	52	1	0	0	0	14	0	5	0	33	60	0	0	0	0	0	0	1	8	41	0	0	0	0	21	0	0	7	0	8	0	1	14	5	41	2	0	1	1	1	0	0	184	0	13	0	33	0	0	0	5	92	25	67	0	0	0	0	1	0	0	0	0	0	0	44	0	0	4	2	0	0	0	0	18	9	21	0	13	0	0	0	0	0	5	14	0	15	0	0	0	0	35	0	0	0	3	4	3	93	52	4	15	0	1	0	3	0	0	0	0	0	0	4	0	2	45	27	8	11	0	61	11	139	4
S0390	18555	391	5	31	12	2	52	1	62	0	21	436	11	4	72	0	69	0	40	0	1	4	2	5	1	2	154	0	0	0	0	36	0	12	2	66	280	0	1	3	0	0	2	0	68	80	1	4	1	0	102	3	6	31	4	93	0	0	78	9	153	6	1	0	0	0	0	7	1119	0	94	1	137	0	0	0	18	668	95	197	0	5	0	5	1	0	7	2	0	0	0	168	1	0	12	21	5	0	0	0	229	40	126	1	50	1	1	0	0	0	38	34	0	26	0	0	2	0	116	0	14	0	28	17	8	438	169	14	87	1	8	0	30	0	1	2	0	2	0	9	0	2	248	75	20	55	1	169	162	579	74
S0391	39144	823	8	17	18	2	53	1	151	0	43	688	16	6	163	0	206	0	47	0	26	10	2	9	4	1	293	0	0	0	0	146	6	38	1	239	566	7	2	6	0	8	3	7	223	137	0	12	1	0	204	4	5	65	7	209	0	1	133	37	271	22	0	5	1	0	0	14	1182	0	182	0	358	0	0	0	27	1187	322	262	2	3	0	12	9	0	19	9	0	0	0	137	10	17	12	24	6	5	0	0	486	9	287	2	78	0	2	0	0	0	73	68	6	81	2	0	6	1	216	0	10	0	44	11	22	1065	668	30	223	4	29	0	50	0	0	9	5	7	0	25	0	14	405	306	74	116	3	618	65	1348	90
S0392	62813	1423	30	51	46	3	61	0	310	1	123	1288	41	10	228	1	421	9	94	0	4	17	0	12	1	5	391	2	1	1	0	215	2	50	2	238	757	14	2	20	0	7	6	4	270	177	0	11	0	1	320	5	12	149	16	279	4	1	158	46	451	41	1	5	6	0	6	47	1600	0	284	1	648	0	4	2	49	2149	310	255	1	14	0	29	11	0	25	12	1	0	0	62	23	19	6	45	4	6	0	0	533	94	436	0	154	8	33	0	0	0	81	204	1	103	2	3	4	1	426	0	14	3	59	29	39	1984	749	81	289	4	90	0	123	0	12	28	11	12	0	76	1	7	544	623	139	241	26	1878	87	1777	193
